"subject" "activity_name" "measure" "value"
23 "STANDING" "Time_Body_Acc_Mean_Z" -0.109093982385242
24 "LAYING" "Time_Body_Acc_Mean_Z" -0.107914503687664
25 "STANDING" "Time_Body_Acc_Mean_Z" -0.10962903098044
26 "STANDING" "Time_Body_Acc_Mean_Z" -0.107637894928571
27 "LAYING" "Time_Body_Acc_Mean_Z" -0.112273368370134
27 "STANDING" "Time_Body_Acc_Mean_Z" -0.105403810015385
28 "LAYING" "Time_Body_Acc_Mean_Z" -0.109710873104188
29 "LAYING" "Time_Body_Acc_Mean_Z" -0.108675612269477
30 "LAYING" "Time_Body_Acc_Mean_Z" -0.10589355727859
1 "WALKING" "Time_Body_Acc_Stddev_X" -0.545795331328326
2 "WALKING" "Time_Body_Acc_Stddev_X" -0.605586497159271
3 "WALKING" "Time_Body_Acc_Stddev_X" -0.623413602046921
4 "WALKING" "Time_Body_Acc_Stddev_X" -0.68386446609433
4 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_X" -0.481157815330894
5 "WALKING" "Time_Body_Acc_Stddev_X" -0.507691011391722
6 "WALKING" "Time_Body_Acc_Stddev_X" -0.647669170333475
6 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_X" -0.127000600558652
7 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_X" -0.577518324748052
8 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_X" -0.582958863017438
9 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_X" -0.555656544538194
10 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_X" -0.425216183982906
10 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_X" -0.976914667166667
11 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_X" -0.58947649779557
12 "SITTING" "Time_Body_Acc_Stddev_X" -0.508665196767164
12 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_X" -0.638208440290323
13 "SITTING" "Time_Body_Acc_Stddev_X" -0.624844460199083
14 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_X" -0.493875900753279
14 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_X" -0.975494321518987
15 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_X" -0.556541173089329
16 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_X" -0.668161498298634
17 "SITTING" "Time_Body_Acc_Stddev_X" -0.550867932263844
17 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_X" -0.992370654583333
18 "SITTING" "Time_Body_Acc_Stddev_X" -0.991705206333333
18 "STANDING" "Time_Body_Acc_Stddev_X" -0.667932305209581
19 "SITTING" "Time_Body_Acc_Stddev_X" -0.574658922919194
20 "LAYING" "Time_Body_Acc_Stddev_X" -0.546535422961538
20 "STANDING" "Time_Body_Acc_Stddev_X" -0.650788909160606
21 "SITTING" "Time_Body_Acc_Stddev_X" -0.672323867377451
22 "SITTING" "Time_Body_Acc_Stddev_X" -0.631563159137374
22 "STANDING" "Time_Body_Acc_Stddev_X" -0.408498997088862
23 "STANDING" "Time_Body_Acc_Stddev_X" -0.622594039757258
24 "LAYING" "Time_Body_Acc_Stddev_X" -0.675459176298425
25 "STANDING" "Time_Body_Acc_Stddev_X" -0.716264537547677
26 "STANDING" "Time_Body_Acc_Stddev_X" -0.623101031168367
27 "LAYING" "Time_Body_Acc_Stddev_X" -0.574783321550336
27 "STANDING" "Time_Body_Acc_Stddev_X" -0.990276643846154
28 "LAYING" "Time_Body_Acc_Stddev_X" -0.649040391307853
29 "LAYING" "Time_Body_Acc_Stddev_X" -0.574295395364826
30 "LAYING" "Time_Body_Acc_Stddev_X" -0.615890785389034
1 "WALKING" "Time_Body_Acc_Stddev_Y" -0.367716218227378
2 "WALKING" "Time_Body_Acc_Stddev_Y" -0.428962986589404
3 "WALKING" "Time_Body_Acc_Stddev_Y" -0.480015920697654
4 "WALKING" "Time_Body_Acc_Stddev_Y" -0.589609330539691
4 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Y" -0.384255322007236
5 "WALKING" "Time_Body_Acc_Stddev_Y" -0.402724906078146
6 "WALKING" "Time_Body_Acc_Stddev_Y" -0.553142396078856
6 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Y" 0.121465311011236
7 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Y" -0.546403365345779
8 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Y" -0.349383732046263
9 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Y" -0.5758878952125
10 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_Y" -0.386704550776068
10 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Y" -0.929141091633333
11 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Y" -0.490379346996835
12 "SITTING" "Time_Body_Acc_Stddev_Y" -0.401357613464179
12 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_Y" -0.608983265026882
13 "SITTING" "Time_Body_Acc_Stddev_Y" -0.448816097853364
14 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_Y" -0.190356784144426
14 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Y" -0.944189643417721
15 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_Y" -0.481679537956006
16 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_Y" -0.649947067892896
17 "SITTING" "Time_Body_Acc_Stddev_Y" -0.507275258134
17 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_Y" -0.965205728333333
18 "SITTING" "Time_Body_Acc_Stddev_Y" -0.939095257
18 "STANDING" "Time_Body_Acc_Stddev_Y" -0.599095553763473
19 "SITTING" "Time_Body_Acc_Stddev_Y" -0.507035084992639
20 "LAYING" "Time_Body_Acc_Stddev_Y" -0.259011300096154
20 "STANDING" "Time_Body_Acc_Stddev_Y" -0.456259753985354
21 "SITTING" "Time_Body_Acc_Stddev_Y" -0.565585190336299
22 "SITTING" "Time_Body_Acc_Stddev_Y" -0.593370593093586
22 "STANDING" "Time_Body_Acc_Stddev_Y" -0.326700060089431
23 "STANDING" "Time_Body_Acc_Stddev_Y" -0.532078546615699
24 "LAYING" "Time_Body_Acc_Stddev_Y" -0.582490655185302
25 "STANDING" "Time_Body_Acc_Stddev_Y" -0.531421035602689
26 "STANDING" "Time_Body_Acc_Stddev_Y" -0.585967142418112
27 "LAYING" "Time_Body_Acc_Stddev_Y" -0.541012892132886
27 "STANDING" "Time_Body_Acc_Stddev_Y" -0.972196177948718
28 "LAYING" "Time_Body_Acc_Stddev_Y" -0.573651895933508
29 "LAYING" "Time_Body_Acc_Stddev_Y" -0.598400275636657
30 "LAYING" "Time_Body_Acc_Stddev_Y" -0.519047387875457
1 "WALKING" "Time_Body_Acc_Stddev_Z" -0.502645746562824
2 "WALKING" "Time_Body_Acc_Stddev_Z" -0.589360062210596
3 "WALKING" "Time_Body_Acc_Stddev_Z" -0.653625579293255
4 "WALKING" "Time_Body_Acc_Stddev_Z" -0.741959040257732
4 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Z" -0.658285719430894
5 "WALKING" "Time_Body_Acc_Stddev_Z" -0.646443640175497
6 "WALKING" "Time_Body_Acc_Stddev_Z" -0.789845077542373
6 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Z" -0.361381608884045
7 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Z" -0.456473642256981
8 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Z" -0.499472687913167
9 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Z" -0.506111776081806
10 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_Z" -0.523113372540812
10 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Z" -0.972264913
11 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Z" -0.665324314227848
12 "SITTING" "Time_Body_Acc_Stddev_Z" -0.722443639029851
12 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_Z" -0.682615496811828
13 "SITTING" "Time_Body_Acc_Stddev_Z" -0.587230562129052
14 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_Z" -0.0829789883191393
14 "WALKING_UPSTAIRS" "Time_Body_Acc_Stddev_Z" -0.943891439113924
15 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_Z" -0.705706623868902
16 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_Z" -0.603819902386066
17 "SITTING" "Time_Body_Acc_Stddev_Z" -0.613217322774375
17 "WALKING_DOWNSTAIRS" "Time_Body_Acc_Stddev_Z" -0.976352307916667
18 "SITTING" "Time_Body_Acc_Stddev_Z" -0.950753017666667
18 "STANDING" "Time_Body_Acc_Stddev_Z" -0.679216670329341
19 "SITTING" "Time_Body_Acc_Stddev_Z" -0.649184726556944
20 "LAYING" "Time_Body_Acc_Stddev_Z" -0.639730168647436
20 "STANDING" "Time_Body_Acc_Stddev_Z" -0.630893001863636
21 "SITTING" "Time_Body_Acc_Stddev_Z" -0.669621813176471
22 "SITTING" "Time_Body_Acc_Stddev_Z" -0.719165341207576
22 "STANDING" "Time_Body_Acc_Stddev_Z" -0.551943490507317
23 "STANDING" "Time_Body_Acc_Stddev_Z" -0.450557203409946
24 "LAYING" "Time_Body_Acc_Stddev_Z" -0.636497458900262
25 "STANDING" "Time_Body_Acc_Stddev_Z" -0.64709556105868
26 "STANDING" "Time_Body_Acc_Stddev_Z" -0.70498062744898
27 "LAYING" "Time_Body_Acc_Stddev_Z" -0.60815876533557
27 "STANDING" "Time_Body_Acc_Stddev_Z" -0.969969877692308
28 "LAYING" "Time_Body_Acc_Stddev_Z" -0.685821415026178
29 "LAYING" "Time_Body_Acc_Stddev_Z" -0.606461283926453
30 "LAYING" "Time_Body_Acc_Stddev_Z" -0.522643273772115
1 "WALKING" "Time_Gravity_Acc_Mean_X" 0.744867411573487
2 "WALKING" "Time_Gravity_Acc_Mean_X" 0.660782866688742
3 "WALKING" "Time_Gravity_Acc_Mean_X" 0.707814353343108
4 "WALKING" "Time_Gravity_Acc_Mean_X" 0.731456509896907
4 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_X" 0.667377493902439
5 "WALKING" "Time_Gravity_Acc_Mean_X" 0.698153719072848
6 "WALKING" "Time_Gravity_Acc_Mean_X" 0.670506153601695
6 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_X" 0.736951892247191
7 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_X" 0.681289120844156
8 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_X" 0.647498175409253
9 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_X" 0.670845545555556
10 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_X" 0.65835911957265
10 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_X" 0.582637512166667
11 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_X" 0.730526184936709
12 "SITTING" "Time_Gravity_Acc_Mean_X" 0.629964778955224
12 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_X" 0.749117763666667
13 "SITTING" "Time_Gravity_Acc_Mean_X" 0.709996516908257
14 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_X" 0.695710723688525
14 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_X" 0.599098975405063
15 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_X" 0.688872511512195
16 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_X" 0.700906130308743
17 "SITTING" "Time_Gravity_Acc_Mean_X" 0.668613344125
17 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_X" 0.901097859791667
18 "SITTING" "Time_Gravity_Acc_Mean_X" 0.962581161666667
18 "STANDING" "Time_Gravity_Acc_Mean_X" 0.694792777095808
19 "SITTING" "Time_Gravity_Acc_Mean_X" 0.475323016
20 "LAYING" "Time_Gravity_Acc_Mean_X" 0.590974958467949
20 "STANDING" "Time_Gravity_Acc_Mean_X" 0.657243899191919
21 "SITTING" "Time_Gravity_Acc_Mean_X" 0.645775957808824
22 "SITTING" "Time_Gravity_Acc_Mean_X" 0.675242930959596
22 "STANDING" "Time_Gravity_Acc_Mean_X" 0.503385126178862
23 "STANDING" "Time_Gravity_Acc_Mean_X" 0.662324737580645
24 "LAYING" "Time_Gravity_Acc_Mean_X" 0.69498126808399
25 "STANDING" "Time_Gravity_Acc_Mean_X" 0.672386622127139
26 "STANDING" "Time_Gravity_Acc_Mean_X" 0.615123534668367
27 "LAYING" "Time_Gravity_Acc_Mean_X" 0.585139591107383
27 "STANDING" "Time_Gravity_Acc_Mean_X" 0.788037331794872
28 "LAYING" "Time_Gravity_Acc_Mean_X" 0.62376789513089
29 "LAYING" "Time_Gravity_Acc_Mean_X" 0.683067625610465
30 "LAYING" "Time_Gravity_Acc_Mean_X" 0.696858200678851
1 "WALKING" "Time_Gravity_Acc_Mean_Y" -0.0825562579855908
2 "WALKING" "Time_Gravity_Acc_Mean_Y" -0.147219886910411
3 "WALKING" "Time_Gravity_Acc_Mean_Y" -0.0260590480328739
4 "WALKING" "Time_Gravity_Acc_Mean_Y" 0.072347989306416
4 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Y" 0.176064219895122
5 "WALKING" "Time_Gravity_Acc_Mean_Y" 0.112313109736755
6 "WALKING" "Time_Gravity_Acc_Mean_Y" 0.0612321366461864
6 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Y" -0.103190808202247
7 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Y" -0.0420221452496753
8 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Y" 0.0303211113118861
9 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Y" -0.0467446999509028
10 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_Y" -0.165177771367521
10 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Y" 0.2814715215
11 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Y" 0.0527387028613924
12 "SITTING" "Time_Gravity_Acc_Mean_Y" 0.112652596558955
12 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_Y" -0.0295853747510753
13 "SITTING" "Time_Gravity_Acc_Mean_Y" -0.0420858101162079
14 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_Y" -0.165548427598361
14 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Y" 0.0546109842746835
15 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_Y" 0.102660491875
16 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_Y" -0.0605235993797814
17 "SITTING" "Time_Gravity_Acc_Mean_Y" 0.01046225616875
17 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_Y" -0.17504772675
18 "SITTING" "Time_Gravity_Acc_Mean_Y" -0.180018835666667
18 "STANDING" "Time_Gravity_Acc_Mean_Y" -0.0010301843263473
19 "SITTING" "Time_Gravity_Acc_Mean_Y" 0.0964052626666667
20 "LAYING" "Time_Gravity_Acc_Mean_Y" 0.00243648291666667
20 "STANDING" "Time_Gravity_Acc_Mean_Y" -0.0686181655555556
21 "SITTING" "Time_Gravity_Acc_Mean_Y" -0.0750963071446078
22 "SITTING" "Time_Gravity_Acc_Mean_Y" 0.0235808363131313
22 "STANDING" "Time_Gravity_Acc_Mean_Y" 0.0442736759186992
23 "STANDING" "Time_Gravity_Acc_Mean_Y" 0.0146209197354839
24 "LAYING" "Time_Gravity_Acc_Mean_Y" 0.0729509702152231
25 "STANDING" "Time_Gravity_Acc_Mean_Y" 0.0471601427530562
26 "STANDING" "Time_Gravity_Acc_Mean_Y" 0.10870478277551
27 "LAYING" "Time_Gravity_Acc_Mean_Y" 0.0234793061308725
27 "STANDING" "Time_Gravity_Acc_Mean_Y" 0.0657218505
28 "LAYING" "Time_Gravity_Acc_Mean_Y" -0.14757775521466
29 "LAYING" "Time_Gravity_Acc_Mean_Y" 0.115489757911628
30 "LAYING" "Time_Gravity_Acc_Mean_Y" 0.0512698188974987
1 "WALKING" "Time_Gravity_Acc_Mean_Z" 0.072339870389049
2 "WALKING" "Time_Gravity_Acc_Mean_Z" 0.134865335090728
3 "WALKING" "Time_Gravity_Acc_Mean_Z" 0.0480937904190616
4 "WALKING" "Time_Gravity_Acc_Mean_Z" 0.193993433768041
4 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Z" 0.117030634772358
5 "WALKING" "Time_Gravity_Acc_Mean_Z" 0.0921607197449904
6 "WALKING" "Time_Gravity_Acc_Mean_Z" 0.0584702778558475
6 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Z" 0.0184833048368539
7 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Z" 0.0342160711928604
8 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Z" 0.0836542406807936
9 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Z" 0.104353653032743
10 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_Z" 0.0307366662204145
10 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Z" 0.1506301434
11 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Z" 0.140209861246835
12 "SITTING" "Time_Gravity_Acc_Mean_Z" -0.0494520137037313
12 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_Z" 0.0924517595346237
13 "SITTING" "Time_Gravity_Acc_Mean_Z" 0.0443010536786239
14 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_Z" -0.255499121995902
14 "WALKING_UPSTAIRS" "Time_Gravity_Acc_Mean_Z" 0.130135867455696
15 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_Z" 0.0372897701757012
16 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_Z" 0.0402075536234973
17 "SITTING" "Time_Gravity_Acc_Mean_Z" 0.0223722077328125
17 "WALKING_DOWNSTAIRS" "Time_Gravity_Acc_Mean_Z" -0.284880580416667
18 "SITTING" "Time_Gravity_Acc_Mean_Z" 0.0783976787
18 "STANDING" "Time_Gravity_Acc_Mean_Z" 0.0910314168113772
19 "SITTING" "Time_Gravity_Acc_Mean_Z" 0.233011401195083
20 "LAYING" "Time_Gravity_Acc_Mean_Z" 0.107789718651859
20 "STANDING" "Time_Gravity_Acc_Mean_Z" 0.10679036740404
21 "SITTING" "Time_Gravity_Acc_Mean_Z" 0.0321851774362745
22 "SITTING" "Time_Gravity_Acc_Mean_Z" 0.236637160405404
22 "STANDING" "Time_Gravity_Acc_Mean_Z" 0.234681679495935
23 "STANDING" "Time_Gravity_Acc_Mean_Z" 0.0518662466372043
24 "LAYING" "Time_Gravity_Acc_Mean_Z" 0.0623227714146982
25 "STANDING" "Time_Gravity_Acc_Mean_Z" 0.239226040930391
26 "STANDING" "Time_Gravity_Acc_Mean_Z" 0.234107010472449
